ID,RI,Na,Mg,AI,Si,K,Ca,Ba,Fe,Type of glass
0.0,0.8309859154929577,0.676056338028169,1.0,0.1596244131455399,0.10328638497652583,0.17136150234741784,0.5751173708920188,0.0,0.0,0
0.004694835680751174,0.471830985915493,0.767605633802817,0.7464788732394366,0.49295774647887325,0.4483568075117371,0.3943661971830986,0.0539906103286385,0.0,0.0,0
0.009389671361502348,0.17136150234741784,0.6408450704225352,0.6408450704225352,0.65962441314554,0.6596244131455399,0.36619718309859156,0.046948356807511735,0.0,0.0,0
0.014084507042253521,0.49295774647887325,0.43661971830985913,0.863849765258216,0.3943661971830986,0.36619718309859156,0.57981220657277,0.23708920187793428,0.0,0.0,0
0.018779342723004695,0.4084507042253521,0.4859154929577465,0.784037558685446,0.31690140845070425,0.7417840375586855,0.4859154929577465,0.1572769953051643,0.0,0.0,0
0.02347417840375587,0.1244131455399061,0.15023474178403756,0.7629107981220657,0.7370892018779343,0.6338028169014085,0.8286384976525822,0.1572769953051643,0.0,0.9483568075117371,0
0.02816901408450704,0.4154929577464789,0.5,0.7464788732394366,0.19483568075117372,0.7511737089201878,0.6314553990610329,0.2112676056338028,0.0,0.0,0
0.03286384976525822,0.4647887323943662,0.39906103286384975,0.7629107981220657,0.14084507042253522,0.8474178403755869,0.57981220657277,0.2511737089201878,0.0,0.0,0
0.03755868544600939,0.755868544600939,0.8075117370892019,0.7065727699530516,0.5070422535211268,0.19014084507042253,0.5234741784037559,0.27699530516431925,0.0,0.0,0
0.04225352112676056,0.4577464788732395,0.30516431924882625,0.7464788732394366,0.49295774647887325,0.6596244131455399,0.57981220657277,0.3403755868544601,0.0,0.7746478873239437,0
0.04694835680751174,0.07042253521126761,0.11737089201877934,0.4647887323943662,0.6948356807511737,0.8145539906103287,0.8849765258215962,0.17370892018779344,0.0,0.9248826291079812,0
0.051643192488262914,0.4812206572769953,0.1596244131455399,0.8262910798122065,0.35680751173708924,0.6854460093896714,0.7136150234741784,0.46713615023474175,0.0,0.0,0
0.05633802816901408,0.08450704225352113,0.23943661971830987,0.43661971830985913,0.5211267605633803,0.8802816901408451,0.9225352112676056,0.14788732394366197,0.0,0.9248826291079812,0
0.06103286384976526,0.4272300469483568,0.2136150234741784,0.6596244131455399,0.35680751173708924,0.8262910798122065,0.45774647887323944,0.3145539906103286,0.0,0.852112676056338,0
0.06572769953051642,0.4812206572769953,0.07042253521126761,0.7323943661971831,0.4225352112676056,0.8943661971830986,0.6314553990610329,0.4084507042253521,0.0,0.0,0
0.07042253521126761,0.471830985915493,0.16666666666666669,0.6173708920187794,0.3004694835680751,0.8474178403755869,0.6314553990610329,0.32863849765258213,0.0,0.0,0
0.07511737089201878,0.5469483568075117,0.09859154929577466,0.8450704225352113,0.2136150234741784,0.7816901408450705,0.7582159624413145,0.5610328638497653,0.0,0.0,0
0.07981220657276995,0.892018779342723,0.875586854460094,0.9483568075117371,0.11267605633802817,0.05868544600938967,0.27230046948356806,0.7464788732394366,0.0,0.0,0
0.08450704225352113,0.7417840375586855,0.7746478873239436,0.8779342723004695,0.2347417840375587,0.1971830985915493,0.17136150234741784,0.6502347417840375,0.0,0.0,0
0.0892018779342723,0.39906103286384975,0.33333333333333337,0.6173708920187794,0.7793427230046949,0.4483568075117371,0.45774647887323944,0.38732394366197187,0.0,0.699530516431925,0
0.09389671361502348,0.431924882629108,0.176056338028169,0.6408450704225352,0.6056338028169015,0.4694835680751174,0.45774647887323944,0.4178403755868545,0.0,0.880281690140845,0
0.09859154929577466,0.7746478873239436,0.9342723004694836,0.8967136150234742,0.0,0.17136150234741784,0.1455399061032864,0.6924882629107981,0.0,0.0,0
0.10328638497652583,0.40375586854460094,0.14084507042253522,0.784037558685446,0.3943661971830986,0.5,0.6713615023474179,0.5610328638497653,0.0,0.0,0
0.107981220657277,0.4366197183098592,0.16666666666666669,0.6784037558685446,0.4765258215962441,0.6971830985915493,0.7910798122065728,0.4859154929577465,0.0,0.0,0
0.11267605633802816,0.3755868544600939,0.5469483568075117,0.5422535211267606,0.20422535211267606,0.539906103286385,0.40375586854460094,0.3661971830985915,0.0,0.0,0
0.11737089201877934,0.48826291079812206,0.28169014084507044,0.6173708920187794,0.27934272300469487,0.6737089201877935,0.8544600938967136,0.431924882629108,0.0,0.0,0
0.12206572769953052,0.5657276995305165,0.43661971830985913,0.5,0.5305164319248826,0.38028169014084506,0.6713615023474179,0.3661971830985915,0.0,0.0,0
0.1267605633802817,0.38028169014084506,0.2300469483568075,0.5,0.4507042253521127,0.7136150234741784,0.5234741784037559,0.3661971830985915,0.0,0.0,0
0.13145539906103285,0.5,0.06103286384976526,0.5727699530516432,0.5492957746478873,0.8028169014084507,0.57981220657277,0.4436619718309859,0.0,0.0,0
0.13615023474178403,0.5469483568075117,0.3615023474178404,0.5258215962441315,0.3732394366197183,0.5563380281690141,0.7136150234741784,0.40375586854460094,0.0,0.0,0
0.14084507042253522,0.5,0.0892018779342723,0.6596244131455399,0.41079812206572774,0.7417840375586855,0.7582159624413145,0.5539906103286385,0.0,0.807511737089202,0
0.1455399061032864,0.4225352112676056,0.18309859154929578,0.5422535211267606,0.19483568075117372,0.8661971830985915,0.5234741784037559,0.45539906103286387,0.0,0.0,0
0.15023474178403756,0.5164319248826291,0.1948356807511737,0.5,0.3004694835680751,0.6338028169014085,0.7582159624413145,0.46713615023474175,0.8309859154929577,0.9014084507042254,0
0.15492957746478875,0.4413145539906103,0.06572769953051644,0.47417840375586856,0.5140845070422535,0.92018779342723,0.7136150234741784,0.45539906103286387,0.0,0.6901408450704225,0
0.1596244131455399,0.539906103286385,0.10328638497652583,0.6173708920187794,0.4624413145539906,0.6056338028169015,0.57981220657277,0.5751173708920188,0.0,0.0,0
0.1643192488262911,0.06103286384976526,0.49295774647887325,0.45539906103286387,0.27934272300469487,0.4577464788732395,0.5234741784037559,0.47417840375586856,0.0,0.0,0
